,Longitude,Latitude,Value
919,120.09,23.2,25.4
920,120.12,23.2,25.4
921,120.15,23.2,25.3
922,120.18,23.2,25.3
923,120.21,23.2,25.3
924,120.24,23.2,25.3
925,120.27,23.2,25.1
926,120.3,23.2,25.1
927,120.33,23.2,24.9
928,120.36,23.2,24.8
929,120.39,23.2,24.5
930,120.42,23.2,24.5
931,120.45,23.2,23.6
932,120.48,23.2,23.9
933,120.51,23.2,23.5
934,120.54,23.2,22.5
935,120.57,23.2,16.9
936,120.6,23.2,22.3
937,120.63,23.2,20.7
938,120.66,23.2,20.0
939,120.69,23.2,18.8
940,120.72,23.2,14.5
941,120.75,23.2,14.8
942,120.78,23.2,20.5
943,120.81,23.2,16.0
944,120.84,23.2,16.7
945,120.87,23.2,13.7
946,120.9,23.2,4.1
947,120.93,23.2,9.4
948,120.96,23.2,17.5
949,120.99,23.2,18.1
950,121.02,23.2,16.1
951,121.05,23.2,11.1
952,121.08,23.2,10.3
953,121.11,23.2,13.8
954,121.14,23.2,6.2
955,121.17,23.2,13.9
956,121.2,23.2,17.0
957,121.23,23.2,21.1
958,121.26,23.2,24.5
959,121.29,23.2,23.7
960,121.32,23.2,17.7
961,121.35,23.2,17.0
962,121.38,23.2,25.4
963,120.12,23.23,25.4
964,120.15,23.23,25.4
965,120.18,23.23,25.5
966,120.21,23.23,25.3
967,120.24,23.23,25.2
968,120.27,23.23,25.1
969,120.3,23.23,25.0
970,120.33,23.23,24.9
971,120.36,23.23,24.8
972,120.39,23.23,23.8
973,120.42,23.23,24.4
974,120.45,23.23,24.3
975,120.48,23.23,20.8
976,120.51,23.23,22.1
977,120.54,23.23,22.7
978,120.57,23.23,21.4
979,120.6,23.23,18.6
980,120.63,23.23,21.6
981,120.66,23.23,17.6
982,120.69,23.23,21.3
983,120.72,23.23,13.8
984,120.75,23.23,10.3
985,120.78,23.23,17.1
986,120.81,23.23,20.8
987,120.84,23.23,19.2
988,120.87,23.23,9.2
989,120.9,23.23,1.1
990,120.93,23.23,5.6
991,120.96,23.23,14.4
992,120.99,23.23,15.5
993,121.02,23.23,10.8
994,121.05,23.23,8.8
995,121.08,23.23,2.5
996,121.11,23.23,9.3
997,121.14,23.23,8.6
998,121.17,23.23,13.4
999,121.2,23.23,12.7
1000,121.23,23.23,19.5
1001,121.26,23.23,24.6
1002,121.29,23.23,24.7
1003,121.32,23.23,19.4
1004,121.35,23.23,19.2
1005,121.38,23.23,25.1
1006,121.41,23.23,26.4
1007,120.12,23.259999999999998,25.4
1008,120.15,23.259999999999998,25.4
1009,120.18,23.259999999999998,25.3
1010,120.21,23.259999999999998,25.3
1011,120.24,23.259999999999998,25.2
1012,120.27,23.259999999999998,25.1
1013,120.3,23.259999999999998,25.1
1014,120.33,23.259999999999998,25.0
1015,120.36,23.259999999999998,24.3
1016,120.39,23.259999999999998,24.8
1017,120.42,23.259999999999998,23.7
1018,120.45,23.259999999999998,24.5
1019,120.48,23.259999999999998,23.1
1020,120.51,23.259999999999998,19.5
1021,120.54,23.259999999999998,21.0
1022,120.57,23.259999999999998,22.5
1023,120.6,23.259999999999998,22.7
1024,120.63,23.259999999999998,21.1
1025,120.66,23.259999999999998,17.6
1026,120.69,23.259999999999998,19.1
1027,120.72,23.259999999999998,19.5
1028,120.75,23.259999999999998,11.2
1029,120.78,23.259999999999998,11.7
1030,120.81,23.259999999999998,21.9
1031,120.84,23.259999999999998,21.5
1032,120.87,23.259999999999998,8.4
1033,120.9,23.259999999999998,6.7
1034,120.93,23.259999999999998,10.6
1035,120.96,23.259999999999998,7.5
1036,120.99,23.259999999999998,4.7
1037,121.02,23.259999999999998,4.6
1038,121.05,23.259999999999998,3.2
1039,121.08,23.259999999999998,9.1
1040,121.11,23.259999999999998,15.2
1041,121.14,23.259999999999998,16.5
1042,121.17,23.259999999999998,19.4
1043,121.2,23.259999999999998,22.1
1044,121.23,23.259999999999998,19.3
1045,121.26,23.259999999999998,21.8
1046,121.29,23.259999999999998,25.0
1047,121.32,23.259999999999998,24.4
1048,121.35,23.259999999999998,23.4
1049,121.38,23.259999999999998,21.3
1050,121.41,23.259999999999998,26.1
1051,120.12,23.29,25.5
1052,120.15,23.29,25.4
1053,120.18,23.29,25.4
1054,120.21,23.29,25.3
1055,120.24,23.29,25.2
1056,120.27,23.29,25.1
1057,120.3,23.29,25.1
1058,120.33,23.29,25.0
1059,120.36,23.29,25.0
1060,120.39,23.29,24.9
1061,120.42,23.29,24.0
1062,120.45,23.29,24.2
1063,120.48,23.29,22.5
1064,120.51,23.29,19.5
1065,120.54,23.29,20.3
1066,120.57,23.29,23.9
1067,120.6,23.29,21.4
1068,120.63,23.29,22.5
1069,120.66,23.29,22.1
1070,120.69,23.29,19.4
1071,120.72,23.29,21.0
1072,120.75,23.29,12.8
1073,120.78,23.29,9.3
1074,120.81,23.29,18.0
1075,120.84,23.29,21.6
1076,120.87,23.29,19.6
1077,120.9,23.29,17.3
1078,120.93,23.29,17.2
1079,120.96,23.29,5.8
1080,120.99,23.29,1.4
1081,121.02,23.29,1.2
1082,121.05,23.29,2.6
1083,121.08,23.29,8.2
1084,121.11,23.29,5.4
1085,121.14,23.29,5.5
1086,121.17,23.29,13.4
1087,121.2,23.29,14.8
1088,121.23,23.29,18.0
1089,121.26,23.29,24.8
1090,121.29,23.29,25.1
1091,121.32,23.29,25.3
1092,121.35,23.29,23.3
1093,121.38,23.29,20.7
1094,121.41,23.29,24.4
1095,120.12,23.32,25.6
1096,120.15,23.32,25.5
1097,120.18,23.32,25.4
1098,120.21,23.32,25.3
1099,120.24,23.32,25.3
1100,120.27,23.32,25.2
1101,120.3,23.32,25.2
1102,120.33,23.32,25.1
1103,120.36,23.32,25.0
1104,120.39,23.32,25.0
1105,120.42,23.32,24.9
1106,120.45,23.32,24.6
1107,120.48,23.32,21.3
1108,120.51,23.32,20.1
1109,120.54,23.32,16.2
1110,120.57,23.32,22.8
1111,120.6,23.32,22.8
1112,120.63,23.32,20.4
1113,120.66,23.32,23.4
1114,120.69,23.32,20.0
1115,120.72,23.32,14.9
1116,120.75,23.32,18.6
1117,120.78,23.32,12.3
1118,120.81,23.32,15.3
1119,120.84,23.32,16.2
1120,120.87,23.32,12.8
1121,120.9,23.32,15.8
1122,120.93,23.32,14.3
1123,120.96,23.32,13.3
1124,120.99,23.32,9.1
1125,121.02,23.32,4.5
1126,121.05,23.32,7.1
1127,121.08,23.32,7.7
1128,121.11,23.32,2.2
1129,121.14,23.32,6.0
1130,121.17,23.32,14.9
1131,121.2,23.32,16.2
1132,121.23,23.32,21.2
1133,121.26,23.32,19.0
1134,121.29,23.32,23.7
1135,121.32,23.32,25.3
1136,121.35,23.32,24.1
1137,121.38,23.32,22.2
1138,121.41,23.32,23.5
1139,121.44,23.32,25.7
1140,120.12,23.349999999999998,25.6
1141,120.18,23.349999999999998,25.4
1142,120.21,23.349999999999998,25.3
1143,120.24,23.349999999999998,25.3
1144,120.27,23.349999999999998,25.2
1145,120.3,23.349999999999998,25.2
1146,120.33,23.349999999999998,25.1
1147,120.36,23.349999999999998,25.0
1148,120.39,23.349999999999998,25.0
1149,120.42,23.349999999999998,24.8
1150,120.45,23.349999999999998,24.7
1151,120.48,23.349999999999998,24.2
1152,120.51,23.349999999999998,21.8
1153,120.54,23.349999999999998,19.3
1154,120.57,23.349999999999998,19.8
1155,120.6,23.349999999999998,17.5
1156,120.63,23.349999999999998,20.3
1157,120.66,23.349999999999998,21.1
1158,120.69,23.349999999999998,20.3
1159,120.72,23.349999999999998,16.6
1160,120.75,23.349999999999998,16.7
1161,120.78,23.349999999999998,19.3
1162,120.81,23.349999999999998,13.1
1163,120.84,23.349999999999998,15.0
1164,120.87,23.349999999999998,9.3
1165,120.9,23.349999999999998,15.0
1166,120.93,23.349999999999998,9.7
1167,120.96,23.349999999999998,6.7
1168,120.99,23.349999999999998,2.4
1169,121.02,23.349999999999998,3.1
1170,121.05,23.349999999999998,9.6
1171,121.08,23.349999999999998,15.4
1172,121.11,23.349999999999998,7.5
1173,121.14,23.349999999999998,16.2
1174,121.17,23.349999999999998,15.8
1175,121.2,23.349999999999998,21.3
1176,121.23,23.349999999999998,21.6
1177,121.26,23.349999999999998,21.4
1178,121.29,23.349999999999998,23.9
1179,121.32,23.349999999999998,25.5
1180,121.35,23.349999999999998,25.1
1181,121.38,23.349999999999998,23.6
1182,121.41,23.349999999999998,17.0
1183,121.44,23.349999999999998,24.6
1184,120.18,23.38,25.5
1185,120.21,23.38,25.4
1186,120.24,23.38,25.4
1187,120.27,23.38,25.3
1188,120.3,23.38,25.2
1189,120.33,23.38,25.2
1190,120.36,23.38,25.1
1191,120.39,23.38,25.0
1192,120.42,23.38,25.0
1193,120.45,23.38,25.0
1194,120.48,23.38,24.7
1195,120.51,23.38,23.9
1196,120.54,23.38,23.6
1197,120.57,23.38,21.1
1198,120.6,23.38,17.0
1199,120.63,23.38,19.0
1200,120.66,23.38,22.4
1201,120.69,23.38,20.5
1202,120.72,23.38,14.7
1203,120.75,23.38,10.1
1204,120.78,23.38,12.3
1205,120.81,23.38,15.1
1206,120.84,23.38,18.1
1207,120.87,23.38,10.9
1208,120.9,23.38,9.4
1209,120.93,23.38,15.8
1210,120.96,23.38,12.0
1211,120.99,23.38,5.5
1212,121.02,23.38,10.3
1213,121.05,23.38,13.4
1214,121.08,23.38,12.7
1215,121.11,23.38,13.2
1216,121.14,23.38,17.8
1217,121.17,23.38,20.5
1218,121.2,23.38,21.3
1219,121.23,23.38,11.2
1220,121.26,23.38,17.5
1221,121.29,23.38,23.9
1222,121.32,23.38,25.5
1223,121.35,23.38,26.2
1224,121.38,23.38,21.5
1225,121.41,23.38,21.5
1226,121.44,23.38,18.5
1227,121.47,23.38,26.7
1228,120.18,23.41,25.5
1229,120.21,23.41,25.4
1230,120.24,23.41,25.3
1231,120.27,23.41,25.3
1232,120.3,23.41,25.5
1233,120.33,23.41,25.2
1234,120.36,23.41,25.1
1235,120.39,23.41,25.1
1236,120.42,23.41,25.1
1237,120.45,23.41,25.1
1238,120.48,23.41,24.5
1239,120.51,23.41,24.9
1240,120.54,23.41,24.5
1241,120.57,23.41,23.0
1242,120.6,23.41,19.9
1243,120.63,23.41,20.5
1244,120.66,23.41,18.3
1245,120.69,23.41,18.5
1246,120.72,23.41,15.8
1247,120.75,23.41,11.4
1248,120.78,23.41,11.5
1249,120.81,23.41,11.2
1250,120.84,23.41,16.9
1251,120.87,23.41,12.3
1252,120.9,23.41,12.3
1253,120.93,23.41,9.6
1254,120.96,23.41,7.8
1255,120.99,23.41,12.1
1256,121.02,23.41,7.4
1257,121.05,23.41,12.0
1258,121.08,23.41,15.4
1259,121.11,23.41,14.0
1260,121.14,23.41,10.2
1261,121.17,23.41,10.4
1262,121.2,23.41,13.6
1263,121.23,23.41,12.8
1264,121.26,23.41,16.3
1265,121.29,23.41,21.6
1266,121.32,23.41,25.2
1267,121.35,23.41,26.2
1268,121.38,23.41,24.7
1269,121.41,23.41,17.5
1270,121.44,23.41,23.6
1271,121.47,23.41,25.6
1272,120.15,23.439999999999998,25.5
1273,120.18,23.439999999999998,25.5
1274,120.21,23.439999999999998,25.4
1275,120.24,23.439999999999998,25.3
1276,120.27,23.439999999999998,25.3
1277,120.3,23.439999999999998,25.3
1278,120.33,23.439999999999998,25.2
1279,120.36,23.439999999999998,25.2
1280,120.39,23.439999999999998,25.2
1281,120.42,23.439999999999998,25.1
1282,120.45,23.439999999999998,25.3
1283,120.48,23.439999999999998,25.3
1284,120.51,23.439999999999998,24.9
1285,120.54,23.439999999999998,24.8
1286,120.57,23.439999999999998,24.3
1287,120.6,23.439999999999998,24.3
1288,120.63,23.439999999999998,20.9
1289,120.66,23.439999999999998,16.3
1290,120.69,23.439999999999998,21.3
1291,120.72,23.439999999999998,19.4
1292,120.75,23.439999999999998,15.9
1293,120.78,23.439999999999998,16.3
1294,120.81,23.439999999999998,9.9
1295,120.84,23.439999999999998,16.2
1296,120.87,23.439999999999998,14.7
1297,120.9,23.439999999999998,11.5
1298,120.93,23.439999999999998,4.0
1299,120.96,23.439999999999998,2.4
1300,120.99,23.439999999999998,10.2
1301,121.02,23.439999999999998,5.4
1302,121.05,23.439999999999998,5.7
1303,121.08,23.439999999999998,9.1
1304,121.11,23.439999999999998,10.7
1305,121.14,23.439999999999998,8.5
1306,121.17,23.439999999999998,7.6
1307,121.2,23.439999999999998,4.4
1308,121.23,23.439999999999998,10.8
1309,121.26,23.439999999999998,21.3
1310,121.29,23.439999999999998,24.0
1311,121.32,23.439999999999998,24.1
1312,121.35,23.439999999999998,25.6
1313,121.38,23.439999999999998,25.9
1314,121.41,23.439999999999998,21.1
1315,121.44,23.439999999999998,18.8
1316,121.47,23.439999999999998,24.2
1317,120.15,23.47,25.5
1318,120.18,23.47,25.5
1319,120.21,23.47,25.4
1320,120.24,23.47,25.4
1321,120.27,23.47,25.4
1322,120.3,23.47,25.3
1323,120.33,23.47,25.3
1324,120.36,23.47,25.3
1325,120.39,23.47,25.3
1326,120.42,23.47,25.4
1327,120.45,23.47,25.4
1328,120.48,23.47,24.6
1329,120.51,23.47,24.7
1330,120.54,23.47,23.7
1331,120.57,23.47,24.3
1332,120.6,23.47,22.1
1333,120.63,23.47,21.7
1334,120.66,23.47,19.8
1335,120.69,23.47,17.4
1336,120.72,23.47,12.9
1337,120.75,23.47,19.3
1338,120.78,23.47,14.4
1339,120.81,23.47,8.3
1340,120.84,23.47,9.8
1341,120.87,23.47,8.0
1342,120.9,23.47,8.3
1343,120.93,23.47,6.2
1344,120.96,23.47,5.0
1345,120.99,23.47,8.8
1346,121.02,23.47,6.7
1347,121.05,23.47,3.6
1348,121.08,23.47,5.2
1349,121.11,23.47,11.3
1350,121.14,23.47,6.3
1351,121.17,23.47,0.04
1352,121.2,23.47,2.3
1353,121.23,23.47,10.1
1354,121.26,23.47,20.2
1355,121.29,23.47,15.9
1356,121.32,23.47,21.6
1357,121.35,23.47,25.2
1358,121.38,23.47,25.5
1359,121.41,23.47,24.8
1360,121.44,23.47,21.3
1361,121.47,23.47,25.9
1362,121.5,23.47,26.6
1363,120.18,23.5,25.5
1364,120.21,23.5,25.4
1365,120.24,23.5,25.4
1366,120.27,23.5,25.4
1367,120.3,23.5,25.3
1368,120.33,23.5,25.3
1369,120.36,23.5,25.3
1370,120.39,23.5,25.3
1371,120.42,23.5,25.8
1372,120.45,23.5,25.5
1373,120.48,23.5,24.7
1374,120.51,23.5,25.3
1375,120.54,23.5,25.3
1376,120.57,23.5,24.7
1377,120.6,23.5,22.1
1378,120.63,23.5,17.2
1379,120.66,23.5,17.9
1380,120.69,23.5,16.8
1381,120.72,23.5,13.5
1382,120.75,23.5,14.3
1383,120.78,23.5,12.6
1384,120.81,23.5,10.7
1385,120.84,23.5,15.5
1386,120.87,23.5,12.9
1387,120.9,23.5,16.7
1388,120.93,23.5,16.4
1389,120.96,23.5,8.1
1390,120.99,23.5,12.8
1391,121.02,23.5,8.6
1392,121.05,23.5,-1.3
1393,121.08,23.5,2.4
1394,121.11,23.5,7.1
1395,121.14,23.5,3.6
1396,121.17,23.5,0.91
1397,121.2,23.5,5.9
1398,121.23,23.5,15.5
1399,121.26,23.5,17.8
1400,121.29,23.5,17.4
1401,121.32,23.5,24.2
1402,121.35,23.5,24.6
1403,121.38,23.5,25.8
1404,121.41,23.5,25.0
1405,121.44,23.5,25.9
1406,121.47,23.5,24.5
1407,121.5,23.5,26.8
1408,120.18,23.529999999999998,25.5
1409,120.21,23.529999999999998,25.4
1410,120.24,23.529999999999998,25.4
1411,120.27,23.529999999999998,25.4
1412,120.3,23.529999999999998,25.4
1413,120.33,23.529999999999998,25.3
1414,120.36,23.529999999999998,25.3
1415,120.39,23.529999999999998,25.3
1416,120.42,23.529999999999998,25.4
1417,120.45,23.529999999999998,25.5
1418,120.48,23.529999999999998,25.2
1419,120.51,23.529999999999998,25.3
1420,120.54,23.529999999999998,24.1
1421,120.57,23.529999999999998,24.5
1422,120.6,23.529999999999998,22.4
1423,120.63,23.529999999999998,17.9
1424,120.66,23.529999999999998,19.9
1425,120.69,23.529999999999998,15.5
1426,120.72,23.529999999999998,20.2
1427,120.75,23.529999999999998,15.6
1428,120.78,23.529999999999998,7.5
1429,120.81,23.529999999999998,9.2
1430,120.84,23.529999999999998,17.5
1431,120.87,23.529999999999998,17.6
1432,120.9,23.529999999999998,15.3
1433,120.93,23.529999999999998,17.0
1434,120.96,23.529999999999998,17.8
1435,120.99,23.529999999999998,11.9
1436,121.02,23.529999999999998,10.7
1437,121.05,23.529999999999998,5.0
1438,121.08,23.529999999999998,4.9
1439,121.11,23.529999999999998,1.9
1440,121.14,23.529999999999998,3.1
1441,121.17,23.529999999999998,9.5
1442,121.2,23.529999999999998,13.9
1443,121.23,23.529999999999998,14.7
1444,121.26,23.529999999999998,10.8
1445,121.29,23.529999999999998,11.5
1446,121.32,23.529999999999998,21.4
1447,121.35,23.529999999999998,18.4
1448,121.38,23.529999999999998,24.4
1449,121.41,23.529999999999998,23.5
1450,121.44,23.529999999999998,23.3
1451,121.47,23.529999999999998,23.8
1452,121.5,23.529999999999998,26.9
1453,120.15,23.56,25.5
1454,120.18,23.56,25.5
1455,120.21,23.56,25.5
1456,120.24,23.56,25.4
1457,120.27,23.56,25.4
1458,120.3,23.56,25.4
1459,120.33,23.56,25.4
1460,120.36,23.56,25.4
1461,120.39,23.56,25.4
1462,120.42,23.56,25.5
1463,120.45,23.56,25.6
1464,120.48,23.56,25.4
1465,120.51,23.56,25.1
1466,120.54,23.56,25.0
1467,120.57,23.56,23.3
1468,120.6,23.56,18.5
1469,120.63,23.56,21.7
1470,120.66,23.56,20.6
1471,120.69,23.56,20.6
1472,120.72,23.56,22.8
1473,120.75,23.56,19.2
1474,120.78,23.56,15.7
1475,120.81,23.56,7.9
1476,120.84,23.56,12.9
1477,120.87,23.56,21.5
1478,120.9,23.56,19.5
1479,120.93,23.56,18.9
1480,120.96,23.56,7.1
1481,120.99,23.56,11.8
1482,121.02,23.56,14.0
1483,121.05,23.56,12.6
1484,121.08,23.56,12.6
1485,121.11,23.56,6.2
1486,121.14,23.56,4.2
1487,121.17,23.56,7.0
1488,121.2,23.56,4.0
1489,121.23,23.56,7.8
1490,121.26,23.56,11.6
1491,121.29,23.56,14.3
1492,121.32,23.56,12.2
1493,121.35,23.56,21.8
1494,121.38,23.56,25.5
1495,121.41,23.56,22.8
1496,121.44,23.56,24.6
1497,121.47,23.56,25.9
1498,121.5,23.56,24.0
1499,120.15,23.59,25.5
1500,120.18,23.59,25.5
1501,120.21,23.59,25.5
1502,120.24,23.59,25.5
1503,120.27,23.59,25.5
1504,120.3,23.59,25.4
1505,120.33,23.59,25.4
1506,120.36,23.59,25.4
1507,120.39,23.59,25.4
1508,120.42,23.59,25.5
1509,120.45,23.59,25.6
1510,120.48,23.59,25.6
1511,120.51,23.59,25.2
1512,120.54,23.59,24.3
1513,120.57,23.59,24.4
1514,120.6,23.59,22.4
1515,120.63,23.59,19.2
1516,120.66,23.59,18.8
1517,120.69,23.59,19.3
1518,120.72,23.59,18.5
1519,120.75,23.59,18.0
1520,120.78,23.59,12.0
1521,120.81,23.59,9.6
1522,120.84,23.59,13.6
1523,120.87,23.59,17.5
1524,120.9,23.59,18.5
1525,120.93,23.59,8.8
1526,120.96,23.59,4.7
1527,120.99,23.59,12.9
1528,121.02,23.59,12.8
1529,121.05,23.59,3.5
1530,121.08,23.59,1.1
1531,121.11,23.59,4.3
1532,121.14,23.59,1.2
1533,121.17,23.59,1.9
1534,121.2,23.59,1.2
1535,121.23,23.59,3.9
1536,121.26,23.59,9.6
1537,121.29,23.59,18.1
1538,121.32,23.59,22.0
1539,121.35,23.59,23.7
1540,121.38,23.59,24.2
1541,121.41,23.59,23.9
1542,121.44,23.59,22.8
1543,121.47,23.59,25.4
1544,121.5,23.59,26.2
1545,120.15,23.619999999999997,25.5
1546,120.18,23.619999999999997,25.5
1547,120.21,23.619999999999997,25.5
1548,120.24,23.619999999999997,25.5
1549,120.27,23.619999999999997,25.5
1550,120.3,23.619999999999997,25.5
1551,120.33,23.619999999999997,25.4
1552,120.36,23.619999999999997,25.4
1553,120.39,23.619999999999997,25.4
1554,120.42,23.619999999999997,25.5
1555,120.45,23.619999999999997,25.6
1556,120.48,23.619999999999997,25.6
1557,120.51,23.619999999999997,25.5
1558,120.54,23.619999999999997,25.3
1559,120.57,23.619999999999997,24.8
1560,120.6,23.619999999999997,23.5
1561,120.63,23.619999999999997,22.0
1562,120.66,23.619999999999997,22.9
1563,120.69,23.619999999999997,15.8
1564,120.72,23.619999999999997,15.1
1565,120.75,23.619999999999997,15.7
1566,120.78,23.619999999999997,9.4
1567,120.81,23.619999999999997,10.3
1568,120.84,23.619999999999997,14.0
1569,120.87,23.619999999999997,20.4
1570,120.9,23.619999999999997,16.9
1571,120.93,23.619999999999997,6.8
1572,120.96,23.619999999999997,5.8
1573,120.99,23.619999999999997,11.6
1574,121.02,23.619999999999997,15.7
1575,121.05,23.619999999999997,10.7
1576,121.08,23.619999999999997,2.9
1577,121.11,23.619999999999997,-1.1
1578,121.14,23.619999999999997,0.72
1579,121.17,23.619999999999997,8.1
1580,121.2,23.619999999999997,8.0
1581,121.23,23.619999999999997,5.1
1582,121.26,23.619999999999997,4.6
1583,121.29,23.619999999999997,9.5
1584,121.32,23.619999999999997,13.2
1585,121.35,23.619999999999997,20.7
1586,121.38,23.619999999999997,23.4
1587,121.41,23.619999999999997,25.6
1588,121.44,23.619999999999997,24.7
1589,121.47,23.619999999999997,24.3
1590,121.5,23.619999999999997,25.7
1591,121.53,23.619999999999997,27.3
1592,120.15,23.65,25.5
1593,120.18,23.65,25.5
1594,120.21,23.65,25.5
1595,120.24,23.65,25.5
1596,120.27,23.65,25.5
1597,120.3,23.65,25.8
1598,120.33,23.65,25.5
1599,120.36,23.65,25.4
1600,120.39,23.65,25.5
1601,120.42,23.65,25.3
1602,120.45,23.65,25.6
1603,120.48,23.65,25.6
1604,120.51,23.65,25.6
1605,120.54,23.65,25.6
1606,120.57,23.65,25.2
1607,120.6,23.65,24.3
1608,120.63,23.65,23.2
1609,120.66,23.65,24.4
1610,120.69,23.65,20.0
1611,120.72,23.65,16.5
1612,120.75,23.65,16.8
1613,120.78,23.65,12.7
1614,120.81,23.65,12.5
1615,120.84,23.65,15.9
1616,120.87,23.65,21.7
1617,120.9,23.65,19.9
1618,120.93,23.65,16.6
1619,120.96,23.65,4.2
1620,120.99,23.65,12.6
1621,121.02,23.65,19.1
1622,121.05,23.65,8.6
1623,121.08,23.65,-0.54
1624,121.11,23.65,4.9
1625,121.14,23.65,8.3
1626,121.17,23.65,10.7
1627,121.2,23.65,9.8
1628,121.23,23.65,4.7
1629,121.26,23.65,4.6
1630,121.29,23.65,4.4
1631,121.32,23.65,12.5
1632,121.35,23.65,14.6
1633,121.38,23.65,21.4
1634,121.41,23.65,25.8
1635,121.44,23.65,26.0
1636,121.47,23.65,25.2
1637,121.5,23.65,22.0
1638,121.53,23.65,27.1
1639,120.18,23.68,25.5
1640,120.21,23.68,25.5
1641,120.24,23.68,26.1
1642,120.27,23.68,25.5
1643,120.3,23.68,25.5
1644,120.33,23.68,25.5
1645,120.36,23.68,25.5
1646,120.39,23.68,25.7
1647,120.42,23.68,25.5
1648,120.45,23.68,25.6
1649,120.48,23.68,25.4
1650,120.51,23.68,25.7
1651,120.54,23.68,25.7
1652,120.57,23.68,25.6
1653,120.6,23.68,25.4
1654,120.63,23.68,24.7
1655,120.66,23.68,24.7
1656,120.69,23.68,22.5
1657,120.72,23.68,17.4
1658,120.75,23.68,15.0
1659,120.78,23.68,17.7
1660,120.81,23.68,16.0
1661,120.84,23.68,21.9
1662,120.87,23.68,21.4
1663,120.9,23.68,14.5
1664,120.93,23.68,11.3
1665,120.96,23.68,9.9
1666,120.99,23.68,12.2
1667,121.02,23.68,17.1
1668,121.05,23.68,14.9
1669,121.08,23.68,13.0
1670,121.11,23.68,8.6
1671,121.14,23.68,14.1
1672,121.17,23.68,15.0
1673,121.2,23.68,9.2
1674,121.23,23.68,2.1
1675,121.26,23.68,12.3
1676,121.29,23.68,11.8
1677,121.32,23.68,19.5
1678,121.35,23.68,19.9
1679,121.38,23.68,24.0
1680,121.41,23.68,25.4
1681,121.44,23.68,26.0
1682,121.47,23.68,26.4
1683,121.5,23.68,25.1
1684,121.53,23.68,24.2
1685,120.18,23.709999999999997,25.5
1686,120.21,23.709999999999997,25.5
1687,120.24,23.709999999999997,25.5
1688,120.27,23.709999999999997,25.5
1689,120.3,23.709999999999997,25.5
1690,120.33,23.709999999999997,25.5
1691,120.36,23.709999999999997,25.4
1692,120.39,23.709999999999997,25.4
1693,120.42,23.709999999999997,25.5
1694,120.45,23.709999999999997,25.5
1695,120.48,23.709999999999997,25.7
1696,120.51,23.709999999999997,25.7
1697,120.54,23.709999999999997,25.7
1698,120.57,23.709999999999997,25.8
1699,120.6,23.709999999999997,25.4
1700,120.63,23.709999999999997,24.1
1701,120.66,23.709999999999997,25.2
1702,120.69,23.709999999999997,24.4
1703,120.72,23.709999999999997,21.7
1704,120.75,23.709999999999997,21.3
1705,120.78,23.709999999999997,21.0
1706,120.81,23.709999999999997,18.9
1707,120.84,23.709999999999997,22.9
1708,120.87,23.709999999999997,21.1
1709,120.9,23.709999999999997,15.4
1710,120.93,23.709999999999997,14.0
1711,120.96,23.709999999999997,7.4
1712,120.99,23.709999999999997,15.1
1713,121.02,23.709999999999997,19.0
1714,121.05,23.709999999999997,10.6
1715,121.08,23.709999999999997,10.3
1716,121.11,23.709999999999997,12.0
1717,121.14,23.709999999999997,18.2
1718,121.17,23.709999999999997,14.9
1719,121.2,23.709999999999997,10.6
1720,121.23,23.709999999999997,3.4
1721,121.26,23.709999999999997,5.0
1722,121.29,23.709999999999997,12.3
1723,121.32,23.709999999999997,9.9
1724,121.35,23.709999999999997,16.2
1725,121.38,23.709999999999997,23.6
1726,121.41,23.709999999999997,25.3
1727,121.44,23.709999999999997,26.0
1728,121.47,23.709999999999997,26.5
1729,121.5,23.709999999999997,25.0
1730,121.53,23.709999999999997,25.7
1731,120.18,23.74,25.5
1732,120.21,23.74,25.5
1733,120.24,23.74,25.4
1734,120.27,23.74,25.5
1735,120.3,23.74,25.5
1736,120.33,23.74,25.5
1737,120.36,23.74,25.5
1738,120.39,23.74,25.4
1739,120.42,23.74,25.2
1740,120.45,23.74,25.5
1741,120.48,23.74,25.5
1742,120.51,23.74,25.6
1743,120.54,23.74,25.7
1744,120.57,23.74,25.8
1745,120.6,23.74,25.6
1746,120.63,23.74,24.6
1747,120.66,23.74,25.2
1748,120.69,23.74,24.9
1749,120.72,23.74,23.1
1750,120.75,23.74,22.6
1751,120.78,23.74,20.9
1752,120.81,23.74,16.8
1753,120.84,23.74,22.2
1754,120.87,23.74,19.8
1755,120.9,23.74,21.6
1756,120.93,23.74,14.1
1757,120.96,23.74,8.1
1758,120.99,23.74,8.9
1759,121.02,23.74,17.3
1760,121.05,23.74,19.5
1761,121.08,23.74,21.2
1762,121.11,23.74,17.6
1763,121.14,23.74,9.3
1764,121.17,23.74,8.5
1765,121.2,23.74,7.0
1766,121.23,23.74,2.3
1767,121.26,23.74,7.7
1768,121.29,23.74,8.0
1769,121.32,23.74,15.3
1770,121.35,23.74,16.2
1771,121.38,23.74,23.0
1772,121.41,23.74,23.3
1773,121.44,23.74,26.1
1774,121.47,23.74,26.4
1775,121.5,23.74,24.8
1776,121.53,23.74,24.8
1777,121.56,23.74,27.0
1778,120.21,23.77,25.6
1779,120.24,23.77,25.6
1780,120.27,23.77,25.5
1781,120.3,23.77,25.5
1782,120.33,23.77,25.6
1783,120.36,23.77,25.5
