,Longitude,Latitude,Label
756,120.57,22.209999999999997,0
757,120.6,22.209999999999997,0
758,120.63,22.209999999999997,0
759,120.66,22.209999999999997,0
760,120.69,22.209999999999997,0
761,120.72,22.209999999999997,1
762,120.75,22.209999999999997,1
763,120.78,22.209999999999997,1
764,120.81,22.209999999999997,1
765,120.84,22.209999999999997,1
766,120.87,22.209999999999997,1
767,120.9,22.209999999999997,0
768,120.93,22.209999999999997,0
769,120.96,22.209999999999997,0
770,120.99,22.209999999999997,0
771,121.02,22.209999999999997,0
772,121.05,22.209999999999997,0
773,121.08,22.209999999999997,0
774,121.11,22.209999999999997,0
775,121.14,22.209999999999997,0
776,121.17,22.209999999999997,0
777,121.2,22.209999999999997,0
778,121.23,22.209999999999997,0
779,121.26,22.209999999999997,0
780,121.29,22.209999999999997,0
781,121.32,22.209999999999997,0
782,121.35,22.209999999999997,0
783,121.38,22.209999999999997,0
784,121.41,22.209999999999997,0
785,121.44,22.209999999999997,0
786,121.47,22.209999999999997,0
787,121.5,22.209999999999997,0
788,121.53,22.209999999999997,0
789,121.56,22.209999999999997,0
790,121.59,22.209999999999997,0
791,121.62,22.209999999999997,0
792,121.65,22.209999999999997,0
793,121.68,22.209999999999997,0
794,121.71,22.209999999999997,0
795,121.74,22.209999999999997,0
796,121.77,22.209999999999997,0
797,121.8,22.209999999999997,0
798,121.83,22.209999999999997,0
799,121.86,22.209999999999997,0
800,121.89,22.209999999999997,0
801,121.92,22.209999999999997,0
802,121.95,22.209999999999997,0
803,121.98,22.209999999999997,0
804,120.0,22.24,0
805,120.03,22.24,0
806,120.06,22.24,0
807,120.09,22.24,0
808,120.12,22.24,0
809,120.15,22.24,0
810,120.18,22.24,0
811,120.21,22.24,0
812,120.24,22.24,0
813,120.27,22.24,0
814,120.3,22.24,0
815,120.33,22.24,0
816,120.36,22.24,0
817,120.39,22.24,0
818,120.42,22.24,0
819,120.45,22.24,0
820,120.48,22.24,0
821,120.51,22.24,0
822,120.54,22.24,0
823,120.57,22.24,0
824,120.6,22.24,0
825,120.63,22.24,0
826,120.66,22.24,0
827,120.69,22.24,1
828,120.72,22.24,1
829,120.75,22.24,1
830,120.78,22.24,1
831,120.81,22.24,1
832,120.84,22.24,1
833,120.87,22.24,1
834,120.9,22.24,0
835,120.93,22.24,0
836,120.96,22.24,0
837,120.99,22.24,0
838,121.02,22.24,0
839,121.05,22.24,0
840,121.08,22.24,0
841,121.11,22.24,0
842,121.14,22.24,0
843,121.17,22.24,0
844,121.2,22.24,0
845,121.23,22.24,0
846,121.26,22.24,0
847,121.29,22.24,0
848,121.32,22.24,0
849,121.35,22.24,0
850,121.38,22.24,0
851,121.41,22.24,0
852,121.44,22.24,0
853,121.47,22.24,0
854,121.5,22.24,0
855,121.53,22.24,0
856,121.56,22.24,0
857,121.59,22.24,0
858,121.62,22.24,0
859,121.65,22.24,0
860,121.68,22.24,0
861,121.71,22.24,0
862,121.74,22.24,0
863,121.77,22.24,0
864,121.8,22.24,0
865,121.83,22.24,0
866,121.86,22.24,0
867,121.89,22.24,0
868,121.92,22.24,0
869,121.95,22.24,0
870,121.98,22.24,0
871,120.0,22.27,0
872,120.03,22.27,0
873,120.06,22.27,0
874,120.09,22.27,0
875,120.12,22.27,0
876,120.15,22.27,0
877,120.18,22.27,0
878,120.21,22.27,0
879,120.24,22.27,0
880,120.27,22.27,0
881,120.3,22.27,0
882,120.33,22.27,0
883,120.36,22.27,0
884,120.39,22.27,0
885,120.42,22.27,0
886,120.45,22.27,0
887,120.48,22.27,0
888,120.51,22.27,0
889,120.54,22.27,0
890,120.57,22.27,0
891,120.6,22.27,0
892,120.63,22.27,0
893,120.66,22.27,1
894,120.69,22.27,1
895,120.72,22.27,1
896,120.75,22.27,1
897,120.78,22.27,1
898,120.81,22.27,1
899,120.84,22.27,1
900,120.87,22.27,1
901,120.9,22.27,0
902,120.93,22.27,0
903,120.96,22.27,0
904,120.99,22.27,0
905,121.02,22.27,0
906,121.05,22.27,0
907,121.08,22.27,0
908,121.11,22.27,0
909,121.14,22.27,0
910,121.17,22.27,0
911,121.2,22.27,0
912,121.23,22.27,0
913,121.26,22.27,0
914,121.29,22.27,0
915,121.32,22.27,0
916,121.35,22.27,0
917,121.38,22.27,0
918,121.41,22.27,0
919,121.44,22.27,0
920,121.47,22.27,0
921,121.5,22.27,0
922,121.53,22.27,0
923,121.56,22.27,0
924,121.59,22.27,0
925,121.62,22.27,0
926,121.65,22.27,0
927,121.68,22.27,0
928,121.71,22.27,0
929,121.74,22.27,0
930,121.77,22.27,0
931,121.8,22.27,0
932,121.83,22.27,0
933,121.86,22.27,0
934,121.89,22.27,0
935,121.92,22.27,0
936,121.95,22.27,0
937,121.98,22.27,0
938,120.0,22.3,0
939,120.03,22.3,0
940,120.06,22.3,0
941,120.09,22.3,0
942,120.12,22.3,0
943,120.15,22.3,0
944,120.18,22.3,0
945,120.21,22.3,0
946,120.24,22.3,0
947,120.27,22.3,0
948,120.3,22.3,0
949,120.33,22.3,0
